rule_type,feature_1,threshold_1,feature_2,threshold_2,precision,recall,f1,balanced_accuracy,tn,fp,fn,tp
and,n_conf_ge_70,4,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,5,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,6,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,7,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,8,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,9,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,10,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,11,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,12,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,13,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,14,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,15,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,16,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,17,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,18,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,19,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,20,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,21,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,22,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,23,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,24,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,25,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,26,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
and,n_conf_ge_70,27,n_t21_ge_350,19.0,0.7718715393133998,0.40665110851808633,0.5326709973251815,0.6499023177445203,1722,206,1017,697
single,n_fire_pixels_label,135,,,0.6356275303643725,0.4579929988331389,0.5323838589352323,0.6122952546032915,1478,450,929,785
single,n_both_conf60_t21325,66,,,0.7748049052396878,0.4054842473745624,0.5323630792799694,0.6503562315710987,1726,202,1019,695
single,n_conf_ge_70,84,,,0.7048076923076924,0.4276546091015169,0.5323166303558461,0.6342111219781443,1621,307,981,733
single,n_conf_ge_50,116,,,0.6476987447698744,0.4515752625437573,0.5321416294259196,0.6166071333465675,1507,421,940,774
single,n_both_conf70_t21350,19,,,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_conf_ge_70,28,n_t21_ge_350,19.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_conf_ge_70,29,n_t21_ge_350,19.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,1.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,2.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,3.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,4.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,5.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,6.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,7.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,8.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,9.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,10.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,11.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,12.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,13.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,14.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,15.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,16.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,17.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,18.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,19.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,20.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,21.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,22.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,23.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,24.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,25.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,26.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
and,n_both_conf70_t21350,19,n_fire_pixels_label,27.0,0.7716186252771619,0.40606767794632437,0.5321100917431193,0.6496106024586394,1722,206,1018,696
single,n_conf_ge_70,85,,,0.7087378640776699,0.425904317386231,0.532069970845481,0.6351513288175968,1628,300,984,730
single,n_conf_ge_50,117,,,0.6498316498316499,0.45040840140023336,0.5320468642315644,0.6173203832727308,1512,416,942,772
single,n_t21_ge_325,72,,,0.7816742081447964,0.4031505250875146,0.5319476520400308,0.6515233953238403,1735,193,1023,691
and,n_conf_ge_70,49,n_t21_ge_350,17.0,0.770764119601329,0.40606767794632437,0.5319067634696217,0.6493512663590544,1721,207,1018,696
and,n_conf_ge_70,50,n_t21_ge_350,17.0,0.770764119601329,0.40606767794632437,0.5319067634696217,0.6493512663590544,1721,207,1018,696
single,n_conf_ge_60,106,,,0.6790571169537625,0.4369894982497083,0.53177138800142,0.6266897698717421,1574,354,965,749
single,n_conf_ge_50,120,,,0.6558219178082192,0.4469078179696616,0.5315752949340735,0.6192007969516358,1526,402,948,766
and,n_both_conf70_t21350,19,n_fire_pixels_label,28.0,0.7713651498335183,0.4054842473745624,0.5315487571701721,0.6493188871727584,1722,206,1019,695
and,n_both_conf70_t21350,19,n_fire_pixels_label,29.0,0.7713651498335183,0.4054842473745624,0.5315487571701721,0.6493188871727584,1722,206,1019,695
single,n_conf_ge_60,105,,,0.6753597122302158,0.4381563593932322,0.5314932767162066,0.6254578477464087,1567,361,963,751
single,n_conf_ge_50,119,,,0.6538789428815004,0.4474912485414236,0.5313474194665743,0.6184551678391765,1522,406,947,767
and,n_conf_ge_70,43,n_t21_ge_350,18.0,0.7682119205298014,0.40606767794632437,0.5312977099236641,0.6485732580602992,1718,210,1018,696
and,n_conf_ge_70,30,n_t21_ge_350,19.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_conf_ge_70,31,n_t21_ge_350,19.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,30.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,31.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,32.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,33.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,34.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,35.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,36.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,37.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,38.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
and,n_both_conf70_t21350,19,n_fire_pixels_label,39.0,0.7719688542825361,0.4049008168028005,0.5311902028319939,0.6492865079864625,1723,205,1020,694
single,n_conf_ge_50,118,,,0.6505922165820643,0.4486581096849475,0.5310773480662984,0.617223245713843,1515,413,945,769
single,n_conf_ge_60,107,,,0.6816102470265325,0.4346557759626604,0.53081581759886,0.6270789253257285,1580,348,969,745
and,n_conf_ge_70,32,n_t21_ge_350,19.0,0.7717149220489977,0.4043173862310385,0.5306278713629403,0.6489947927005815,1723,205,1021,693
and,n_conf_ge_70,33,n_t21_ge_350,19.0,0.7717149220489977,0.4043173862310385,0.5306278713629403,0.6489947927005815,1723,205,1021,693
and,n_both_conf70_t21350,19,n_fire_pixels_label,40.0,0.7717149220489977,0.4043173862310385,0.5306278713629403,0.6489947927005815,1723,205,1021,693
single,n_conf_ge_80,59,,,0.7434279705573081,0.41248541423570595,0.5305816135084428,0.6429646988190978,1684,244,1007,707
single,n_fire_pixels_label,138,,,0.6395061728395062,0.4533255542590432,0.5305565039262546,0.6130735655112644,1490,438,937,777
single,n_conf_ge_60,108,,,0.6835326586936522,0.43348891481913654,0.5305248125669404,0.6275328391523068,1584,344,971,743
and,n_conf_ge_70,44,n_t21_ge_350,18.0,0.7676991150442478,0.4049008168028005,0.5301757066462949,0.6479898274885372,1718,210,1020,694
single,n_fire_pixels_label,137,,,0.6371826371826372,0.4539089848308051,0.53015332197615,0.61206860029922,1485,443,936,778
and,n_both_conf70_t21350,19,n_fire_pixels_label,41.0,0.7714604236343366,0.40373395565927656,0.530065109153581,0.6487030774147006,1723,205,1022,692
and,n_both_conf70_t21350,19,n_fire_pixels_label,42.0,0.7714604236343366,0.40373395565927656,0.530065109153581,0.6487030774147006,1723,205,1022,692
single,n_conf_ge_30,132,,,0.6379310344827587,0.4533255542590432,0.5300136425648022,0.6122955572125092,1487,441,937,777
single,n_conf_ge_70,86,,,0.7093933463796478,0.42298716452742124,0.5299707602339181,0.6344707606869471,1631,297,989,725
and,n_both_conf70_t21350,19,n_fire_pixels_label,47.0,0.772930648769575,0.4031505250875146,0.5299079754601227,0.6489300343279897,1725,203,1023,691
single,n_conf_ge_50,121,,,0.6566005176876618,0.44399066511085183,0.5297598329272537,0.6187795649205712,1530,398,953,761
and,n_conf_ge_70,34,n_t21_ge_350,19.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_conf_ge_70,35,n_t21_ge_350,19.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_conf_ge_70,36,n_t21_ge_350,19.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_both_conf70_t21350,19,n_fire_pixels_label,44.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_both_conf70_t21350,19,n_fire_pixels_label,45.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_both_conf70_t21350,19,n_fire_pixels_label,46.0,0.7720670391061453,0.4031505250875146,0.5297048677654274,0.6486706982284046,1724,204,1023,691
and,n_both_conf70_t21350,19,n_fire_pixels_label,50.0,0.773542600896861,0.4025670945157526,0.5295471987720645,0.6488976551416937,1726,202,1024,690
and,n_both_conf70_t21350,19,n_fire_pixels_label,43.0,0.7712053571428571,0.4031505250875146,0.5295019157088122,0.6484113621288196,1723,205,1023,691
and,n_both_conf70_t21350,19,n_fire_pixels_label,48.0,0.7726763717805151,0.4025670945157526,0.5293440736478712,0.6486383190421087,1725,203,1024,690
and,n_both_conf70_t21350,19,n_fire_pixels_label,49.0,0.7726763717805151,0.4025670945157526,0.5293440736478712,0.6486383190421087,1725,203,1024,690
single,n_conf_ge_30,133,,,0.639141205615194,0.4515752625437573,0.5292307692307693,0.6124577557532065,1491,437,940,774
single,n_conf_ge_60,109,,,0.6848934198331789,0.43115519253208867,0.5291800930898676,0.6274033224071232,1588,340,975,739
and,n_conf_ge_70,37,n_t21_ge_350,19.0,0.7718120805369127,0.4025670945157526,0.5291411042944786,0.6483789829425236,1724,204,1024,690
single,n_fire_pixels_label,139,,,0.6399006622516556,0.4509918319719953,0.5290896646132786,0.6126847126664956,1493,435,941,773
and,n_conf_ge_70,45,n_t21_ge_350,18.0,0.7671840354767184,0.40373395565927656,0.5290519877675841,0.6474063969167753,1718,210,1022,692
single,n_conf_ge_70,87,,,0.7106299212598425,0.42123687281213534,0.528937728937729,0.6343736231280593,1634,294,992,722
single,n_both_conf60_t21325,67,,,0.7747747747747747,0.4014002333722287,0.5288239815526518,0.6488328967691019,1728,200,1026,688
and,n_conf_ge_70,47,n_t21_ge_350,18.0,0.7692307692307693,0.4025670945157526,0.5285331290693221,0.6476009746437684,1721,207,1024,690
and,n_conf_ge_70,48,n_t21_ge_350,18.0,0.7698324022346369,0.40198366394399065,0.528171713300115,0.6475685954574726,1722,206,1025,689
and,n_conf_ge_70,46,n_t21_ge_350,18.0,0.7675194660734149,0.4025670945157526,0.5281285878300803,0.6470823024445983,1719,209,1024,690
and,n_conf_ge_70,38,n_t21_ge_350,19.0,0.7719101123595505,0.4008168028004667,0.5276497695852534,0.6477631731844657,1725,203,1027,687
single,n_conf_ge_30,134,,,0.6402997502081599,0.4486581096849475,0.5276157804459691,0.6122958598217269,1496,432,945,769
single,n_conf_ge_50,122,,,0.65625,0.441073512252042,0.5275645498953245,0.6178396606903364,1532,396,958,756
and,n_conf_ge_70,40,n_t21_ge_350,19.0,0.7733934611048479,0.4002333722287048,0.5274894271434064,0.6479901300977549,1727,201,1028,686
single,n_fire_pixels_label,140,,,0.6410684474123539,0.44807467911318555,0.5274725274725275,0.6125228167350161,1498,430,946,768
single,n_both_conf60_t21325,68,,,0.7772727272727272,0.3990665110851809,0.5273708558211256,0.6487033800239183,1732,196,1030,684
single,n_t21_ge_350,20,,,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,1,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,2,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,3,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,4,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,5,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,6,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,7,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,8,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,9,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,10,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,11,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,12,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,13,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,14,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,15,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,16,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,17,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,18,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,19,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,20,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,21,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,22,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,23,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,24,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,25,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,26,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,27,n_t21_ge_350,20.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
and,n_conf_ge_70,39,n_t21_ge_350,19.0,0.7725225225225225,0.4002333722287048,0.5272867025365103,0.6477307939981698,1726,202,1028,686
single,n_t21_ge_325,73,,,0.7812142038946163,0.39789964994165694,0.5272516428295323,0.6494166299500816,1737,191,1032,682
single,n_fire_pixels_label,141,,,0.6439393939393939,0.44632438739789965,0.5272226050999311,0.6134630235744685,1505,423,949,765
and,n_conf_ge_70,41,n_t21_ge_350,19.0,0.7740112994350282,0.39964994165694284,0.5271258176221624,0.647957750911459,1728,200,1029,685
and,n_conf_ge_70,42,n_t21_ge_350,19.0,0.7740112994350282,0.39964994165694284,0.5271258176221624,0.647957750911459,1728,200,1029,685
and,n_conf_ge_70,49,n_t21_ge_350,18.0,0.7707865168539326,0.4002333722287048,0.5268817204301075,0.6472121217989997,1724,204,1028,686
and,n_conf_ge_70,50,n_t21_ge_350,18.0,0.7707865168539326,0.4002333722287048,0.5268817204301075,0.6472121217989997,1724,204,1028,686
single,n_t21_ge_325,74,,,0.783410138248848,0.396732788798133,0.5267234701781565,0.6496112076770748,1740,188,1034,680
single,n_both_conf70_t21350,20,,,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_conf_ge_70,28,n_t21_ge_350,20.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_conf_ge_70,29,n_t21_ge_350,20.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,1.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,2.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,3.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,4.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,5.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,6.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,7.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,8.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,9.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,10.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,11.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,12.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,13.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,14.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,15.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,16.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,17.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,18.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,19.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,20.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,21.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,22.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,23.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,24.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,25.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,26.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
and,n_both_conf70_t21350,20,n_fire_pixels_label,27.0,0.7722660653889515,0.39964994165694284,0.526720492118416,0.6474390787122889,1726,202,1029,685
single,n_conf_ge_70,88,,,0.7124378109452736,0.4177362893815636,0.5266642147848474,0.6339200119106988,1639,289,998,716
single,n_conf_ge_50,123,,,0.6570680628272252,0.4393232205367561,0.5265734265734265,0.6177425231314486,1535,393,961,753
